:ID,:LABEL,HASH:string,LANGUAGE:string,OVERLAYS:string[],ROOT:string,VERSION:string
107374182400,META_DATA,885a2c4c57b8387ee64c01770e6fe7f0a6771a4117a38b8296c51836eb0d178c,JSSRC,base;controlflow;typerel;callgraph;dataflowOss,/var/folders/81/5gxx_hp93vv1qf8lvtsk9qlm0000gn/T/cpgcreation2493884019877044977,0.1
