:START_ID,:END_ID,:TYPE
60129542144,171798692838,CONTAINS
111669149696,25769803777,CONTAINS
111669149696,146028888064,CONTAINS
111669149696,30064771072,CONTAINS
111669149696,30064771073,CONTAINS
111669149696,30064771077,CONTAINS
111669149696,30064771081,CONTAINS
111669149696,30064771074,CONTAINS
111669149696,30064771075,CONTAINS
111669149696,30064771078,CONTAINS
111669149696,68719476740,CONTAINS
111669149696,30064771082,CONTAINS
111669149696,68719476742,CONTAINS
111669149696,68719476736,CONTAINS
111669149696,55834574848,CONTAINS
111669149696,30064771076,CONTAINS
111669149696,55834574850,CONTAINS
111669149696,30064771079,CONTAINS
111669149696,55834574852,CONTAINS
111669149696,68719476741,CONTAINS
111669149696,55834574853,CONTAINS
111669149696,68719476737,CONTAINS
111669149696,55834574849,CONTAINS
111669149696,68719476738,CONTAINS
111669149696,30064771080,CONTAINS
111669149696,68719476739,CONTAINS
111669149696,55834574851,CONTAINS
111669149697,111669149696,CONTAINS
111669149697,111669149698,CONTAINS
111669149697,111669149699,CONTAINS
111669149697,111669149700,CONTAINS
111669149697,111669149702,CONTAINS
111669149697,111669149704,CONTAINS
111669149697,111669149705,CONTAINS
111669149697,111669149707,CONTAINS
111669149697,111669149711,CONTAINS
111669149697,111669149712,CONTAINS
111669149697,111669149713,CONTAINS
111669149697,111669149714,CONTAINS
111669149697,111669149715,CONTAINS
111669149697,111669149716,CONTAINS
111669149697,111669149717,CONTAINS
111669149697,111669149718,CONTAINS
111669149697,111669149719,CONTAINS
111669149697,111669149721,CONTAINS
111669149697,111669149724,CONTAINS
111669149697,111669149725,CONTAINS
111669149697,111669149726,CONTAINS
111669149697,111669149727,CONTAINS
111669149697,111669149729,CONTAINS
111669149697,111669149730,CONTAINS
111669149697,111669149731,CONTAINS
111669149697,111669149732,CONTAINS
111669149697,111669149733,CONTAINS
111669149697,111669149734,CONTAINS
111669149697,111669149735,CONTAINS
111669149697,111669149736,CONTAINS
111669149697,111669149737,CONTAINS
111669149697,111669149738,CONTAINS
111669149697,111669149739,CONTAINS
111669149697,111669149740,CONTAINS
111669149697,111669149743,CONTAINS
111669149697,111669149744,CONTAINS
111669149697,111669149746,CONTAINS
111669149697,111669149748,CONTAINS
111669149697,111669149749,CONTAINS
111669149697,111669149750,CONTAINS
111669149697,111669149751,CONTAINS
111669149697,111669149752,CONTAINS
111669149697,111669149753,CONTAINS
111669149697,111669149754,CONTAINS
111669149697,111669149755,CONTAINS
111669149697,111669149756,CONTAINS
111669149697,111669149757,CONTAINS
111669149697,111669149759,CONTAINS
111669149697,111669149760,CONTAINS
111669149697,111669149761,CONTAINS
111669149697,111669149762,CONTAINS
111669149697,111669149763,CONTAINS
111669149697,111669149764,CONTAINS
111669149697,111669149765,CONTAINS
111669149697,111669149766,CONTAINS
111669149697,111669149767,CONTAINS
111669149697,111669149768,CONTAINS
111669149697,111669149769,CONTAINS
111669149697,111669149771,CONTAINS
111669149697,111669149772,CONTAINS
111669149697,111669149773,CONTAINS
111669149697,111669149774,CONTAINS
111669149697,111669149775,CONTAINS
111669149697,111669149776,CONTAINS
111669149697,111669149777,CONTAINS
111669149697,111669149778,CONTAINS
111669149697,111669149779,CONTAINS
111669149697,111669149780,CONTAINS
111669149697,111669149781,CONTAINS
111669149697,111669149782,CONTAINS
111669149697,111669149783,CONTAINS
111669149697,111669149785,CONTAINS
111669149697,111669149787,CONTAINS
111669149697,111669149792,CONTAINS
111669149697,111669149793,CONTAINS
111669149697,111669149795,CONTAINS
111669149697,111669149797,CONTAINS
111669149697,111669149798,CONTAINS
111669149697,111669149800,CONTAINS
111669149697,111669149801,CONTAINS
111669149697,111669149802,CONTAINS
111669149697,111669149803,CONTAINS
111669149697,111669149804,CONTAINS
111669149697,111669149805,CONTAINS
111669149697,111669149807,CONTAINS
111669149697,111669149808,CONTAINS
111669149697,111669149809,CONTAINS
111669149697,111669149811,CONTAINS
111669149697,111669149814,CONTAINS
111669149697,111669149816,CONTAINS
111669149697,111669149819,CONTAINS
111669149697,111669149820,CONTAINS
111669149697,111669149821,CONTAINS
111669149697,111669149822,CONTAINS
111669149697,111669149823,CONTAINS
111669149697,111669149824,CONTAINS
111669149697,111669149825,CONTAINS
111669149697,111669149826,CONTAINS
111669149697,111669149827,CONTAINS
111669149697,111669149829,CONTAINS
111669149697,111669149831,CONTAINS
111669149697,111669149833,CONTAINS
111669149697,111669149834,CONTAINS
111669149697,111669149835,CONTAINS
111669149697,111669149836,CONTAINS
111669149697,111669149837,CONTAINS
111669149697,111669149838,CONTAINS
111669149697,111669149839,CONTAINS
111669149697,111669149840,CONTAINS
111669149697,111669149841,CONTAINS
111669149697,111669149842,CONTAINS
111669149697,111669149845,CONTAINS
111669149697,111669149856,CONTAINS
111669149697,111669149857,CONTAINS
111669149697,111669149858,CONTAINS
111669149697,111669149859,CONTAINS
111669149697,111669149860,CONTAINS
111669149697,111669149861,CONTAINS
111669149697,111669149863,CONTAINS
111669149697,111669149864,CONTAINS
111669149697,111669149865,CONTAINS
111669149697,111669149867,CONTAINS
111669149697,111669149868,CONTAINS
111669149697,111669149869,CONTAINS
111669149697,111669149871,CONTAINS
111669149697,111669149872,CONTAINS
111669149697,111669149873,CONTAINS
111669149697,111669149874,CONTAINS
111669149697,111669149875,CONTAINS
111669149697,111669149876,CONTAINS
111669149697,111669149878,CONTAINS
111669149697,111669149879,CONTAINS
111669149697,111669149881,CONTAINS
111669149697,111669149884,CONTAINS
111669149697,111669149885,CONTAINS
111669149697,111669149886,CONTAINS
111669149697,111669149887,CONTAINS
111669149697,111669149888,CONTAINS
111669149697,111669149889,CONTAINS
111669149697,111669149890,CONTAINS
111669149697,111669149891,CONTAINS
111669149697,111669149892,CONTAINS
111669149697,111669149894,CONTAINS
111669149697,111669149895,CONTAINS
111669149697,111669149896,CONTAINS
111669149697,111669149897,CONTAINS
111669149697,111669149899,CONTAINS
111669149697,111669149904,CONTAINS
111669149697,111669149905,CONTAINS
111669149697,111669149908,CONTAINS
111669149697,111669149917,CONTAINS
111669149697,111669149920,CONTAINS
111669149697,111669149921,CONTAINS
111669149697,111669149922,CONTAINS
111669149697,111669149924,CONTAINS
111669149697,111669149925,CONTAINS
111669149697,111669149926,CONTAINS
111669149697,111669149928,CONTAINS
111669149697,111669149932,CONTAINS
111669149697,111669149933,CONTAINS
111669149697,111669149934,CONTAINS
111669149697,111669149936,CONTAINS
111669149697,111669149938,CONTAINS
111669149697,111669149940,CONTAINS
111669149697,111669149945,CONTAINS
