:ID,:LABEL,CODE:string,COLUMN_NUMBER,FILENAME:string,FULL_NAME:string,LINE_NUMBER,NAME:string,ORDER:int
141733920768,NAMESPACE_BLOCK,<empty>,,fresh.js,fresh.js:<global>,,<global>,1
141733920769,NAMESPACE_BLOCK,<empty>,,<empty>,<speculatedMethods>,,<speculatedMethods>,-1
