:START_ID,:END_ID,:TYPE
25769803778,68719476753,POST_DOMINATE
25769803780,25769803778,POST_DOMINATE
25769803785,30064771094,POST_DOMINATE
25769803787,68719476789,POST_DOMINATE
25769803788,68719476799,POST_DOMINATE
25769803790,68719476803,POST_DOMINATE
25769803794,30064771154,POST_DOMINATE
25769803796,68719476829,POST_DOMINATE
25769803800,30064771192,POST_DOMINATE
25769803803,68719476884,POST_DOMINATE
25769803807,68719476948,POST_DOMINATE
25769803808,30064771234,POST_DOMINATE
25769803816,68719476989,POST_DOMINATE
25769803825,30064771390,POST_DOMINATE
25769803826,68719477049,POST_DOMINATE
25769803828,30064771396,POST_DOMINATE
25769803830,68719477057,POST_DOMINATE
25769803839,68719477171,POST_DOMINATE
25769803841,68719477179,POST_DOMINATE
25769803842,30064771538,POST_DOMINATE
25769803843,68719477202,POST_DOMINATE
25769803845,30064771529,POST_DOMINATE
25769803846,68719477203,POST_DOMINATE
25769803848,30064771563,POST_DOMINATE
25769803850,30064771567,POST_DOMINATE
25769803852,68719477239,POST_DOMINATE
25769803853,30064771574,POST_DOMINATE
25769803856,68719477248,POST_DOMINATE
25769803859,68719477272,POST_DOMINATE
25769803860,30064771597,POST_DOMINATE
25769803864,68719477288,POST_DOMINATE
25769803867,68719477299,POST_DOMINATE
25769803868,30064771613,POST_DOMINATE
25769803871,30064771619,POST_DOMINATE
25769803872,30064771625,POST_DOMINATE
25769803873,90194313394,POST_DOMINATE
25769803877,68719477365,POST_DOMINATE
25769803878,68719477364,POST_DOMINATE
25769803884,68719477406,POST_DOMINATE
25769803885,30064771680,POST_DOMINATE
25769803891,68719477441,POST_DOMINATE
25769803895,68719477457,POST_DOMINATE
25769803899,68719477464,POST_DOMINATE
25769803904,30064771779,POST_DOMINATE
25769803905,30064771807,POST_DOMINATE
25769803910,30064771835,POST_DOMINATE
25769803920,30064771896,POST_DOMINATE
25769803927,30064771946,POST_DOMINATE
25769803931,68719478324,POST_DOMINATE
25769803932,30064771970,POST_DOMINATE
25769803933,30064771981,POST_DOMINATE
25769803936,30064772305,POST_DOMINATE
25769803946,30064772375,POST_DOMINATE
25769803948,30064772417,POST_DOMINATE
25769803953,30064772381,POST_DOMINATE
25769803953,30064772387,POST_DOMINATE
25769803979,68719478562,POST_DOMINATE
25769803980,30064772510,POST_DOMINATE
25769803985,30064772542,POST_DOMINATE
25769803990,68719478635,POST_DOMINATE
25769803991,68719478649,POST_DOMINATE
25769803992,68719478663,POST_DOMINATE
25769804001,68719478698,POST_DOMINATE
25769804011,30064772674,POST_DOMINATE
25769804016,30064772693,POST_DOMINATE
25769804017,30064772699,POST_DOMINATE
25769804024,68719478836,POST_DOMINATE
25769804026,30064772727,POST_DOMINATE
25769804027,30064772763,POST_DOMINATE
25769804028,30064772773,POST_DOMINATE
25769804031,30064772784,POST_DOMINATE
25769804035,30064772808,POST_DOMINATE
25769804038,30064772826,POST_DOMINATE
25769804041,68719478916,POST_DOMINATE
25769804042,30064772872,POST_DOMINATE
25769804043,30064772887,POST_DOMINATE
25769804046,30064772892,POST_DOMINATE
25769804051,30064772912,POST_DOMINATE
25769804055,68719478980,POST_DOMINATE
25769804057,68719478996,POST_DOMINATE
25769804069,30064772959,POST_DOMINATE
25769804070,30064772968,POST_DOMINATE
25769804073,30064772985,POST_DOMINATE
25769804075,30064772989,POST_DOMINATE
25769804084,30064773021,POST_DOMINATE
25769804086,30064773025,POST_DOMINATE
25769804100,68719479157,POST_DOMINATE
25769804101,30064773070,POST_DOMINATE
25769804102,30064773077,POST_DOMINATE
25769804103,30064773088,POST_DOMINATE
25769804108,30064773110,POST_DOMINATE
25769804117,68719479261,POST_DOMINATE
25769804118,30064773150,POST_DOMINATE
25769804119,30064773177,POST_DOMINATE
25769804121,68719479271,POST_DOMINATE
25769804124,30064773202,POST_DOMINATE
25769804128,30064773214,POST_DOMINATE
25769804131,30064773226,POST_DOMINATE
25769804134,68719479360,POST_DOMINATE
25769804136,68719479425,POST_DOMINATE
25769804139,30064773367,POST_DOMINATE
25769804141,30064773397,POST_DOMINATE
25769804142,30064773419,POST_DOMINATE
25769804143,30064773452,POST_DOMINATE
25769804162,68719479564,POST_DOMINATE
25769804168,30064773540,POST_DOMINATE
25769804171,68719479582,POST_DOMINATE
25769804189,30064773616,POST_DOMINATE
25769804192,68719479657,POST_DOMINATE
25769804195,68719479676,POST_DOMINATE
25769804199,68719479703,POST_DOMINATE
25769804209,30064773697,POST_DOMINATE
25769804212,30064773712,POST_DOMINATE
25769804214,68719479742,POST_DOMINATE
25769804216,90194313994,POST_DOMINATE
25769804222,30064773741,POST_DOMINATE
25769804226,68719479770,POST_DOMINATE
25769804230,30064773743,POST_DOMINATE
25769804231,30064773746,POST_DOMINATE
25769804243,30064773842,POST_DOMINATE
25769804248,68719479880,POST_DOMINATE
25769804258,68719479931,POST_DOMINATE
25769804259,68719479935,POST_DOMINATE
25769804268,30064773999,POST_DOMINATE
25769804269,30064774009,POST_DOMINATE
25769804271,30064774021,POST_DOMINATE
25769804278,68719480069,POST_DOMINATE
25769804281,30064774042,POST_DOMINATE
25769804283,68719480073,POST_DOMINATE
25769804286,68719480085,POST_DOMINATE
25769804292,68719480140,POST_DOMINATE
25769804293,68719480165,POST_DOMINATE
25769804303,68719480219,POST_DOMINATE
25769804304,68719480227,POST_DOMINATE
25769804313,30064774262,POST_DOMINATE
25769804314,68719480285,POST_DOMINATE
25769804316,30064774268,POST_DOMINATE
25769804324,30064774283,POST_DOMINATE
25769804329,30064774291,POST_DOMINATE
25769804332,30064774311,POST_DOMINATE
25769804334,30064774328,POST_DOMINATE
25769804335,68719480357,POST_DOMINATE
25769804341,30064774367,POST_DOMINATE
25769804344,68719480411,POST_DOMINATE
25769804346,30064774400,POST_DOMINATE
25769804352,30064774430,POST_DOMINATE
25769804355,68719480501,POST_DOMINATE
25769804358,68719480507,POST_DOMINATE
25769804361,68719480527,POST_DOMINATE
25769804363,68719480550,POST_DOMINATE
25769804368,30064774496,POST_DOMINATE
25769804371,30064774504,POST_DOMINATE
25769804372,30064774542,POST_DOMINATE
25769804376,68719480663,POST_DOMINATE
25769804379,30064774543,POST_DOMINATE
25769804380,30064774547,POST_DOMINATE
25769804381,68719480711,POST_DOMINATE
25769804382,30064774571,POST_DOMINATE
25769804383,30064774581,POST_DOMINATE
25769804385,68719480778,POST_DOMINATE
25769804387,68719480756,POST_DOMINATE
25769804390,30064774611,POST_DOMINATE
25769804391,30064774622,POST_DOMINATE
25769804392,30064774626,POST_DOMINATE
25769804394,30064774628,POST_DOMINATE
